School Name,School Type,School Level,Regents Exam,Year,Total Tested,Mean Score,Number Scoring Below 65,Percent Scoring Below 65,Number Scoring 65 or Above,Percent Scoring 65 or Above,Number Scoring 80 or Above,Percent Scoring 80 or Above,Number Scoring CR,Percent Scoring CR,Mean Score_zscore,Percent Scoring Below 65_zscore,Percent Scoring 65 or Above_zscore,Percent Scoring 80 or Above_zscore,Percent Scoring CR_zscore,Mean_Score_within_SchoolType_zscore,Zip Code
Curtis High School,General Academic,High school,English,2015,823,71.1,209.0,25.4,614.0,74.6,267.0,32.4,389.0,47.3,0.51,-0.58,0.58,0.43,0.23,0.43,10001
Curtis High School,General Academic,High school,Geometry,2015,416,62.0,228.0,54.8,188.0,45.2,44.0,10.6,44.0,10.6,-0.31,0.45,-0.45,-0.41,-0.95,-0.37,10001
Curtis High School,General Academic,High school,Integrated Algebra,2015,809,66.5,299.0,37.0,510.0,63.0,95.0,11.7,95.0,11.7,0.09,-0.18,0.18,-0.37,-0.92,0.03,10001
Curtis High School,General Academic,High school,Algebra2/Trigonometry,2016,269,50.6,223.0,82.9,46.0,17.1,12.0,4.5,12.0,4.5,-1.34,1.43,-1.43,-0.65,-1.15,-1.38,10001
Curtis High School,General Academic,High school,Common Core Algebra,2016,988,66.0,376.0,38.1,612.0,61.9,79.0,8.0,432.0,43.7,0.05,-0.14,0.14,-0.51,0.12,-0.02,10001
Curtis High School,General Academic,High school,Common Core Algebra2,2016,215,64.4,89.0,41.4,126.0,58.6,8.0,3.7,126.0,58.6,-0.09,-0.02,0.02,-0.68,0.6,-0.16,10001
Curtis High School,General Academic,High school,Common Core English,2016,789,74.5,152.0,19.3,637.0,80.7,388.0,49.2,474.0,60.1,0.81,-0.79,0.79,1.07,0.65,0.74,10001
Curtis High School,General Academic,High school,Common Core Geometry,2016,444,57.4,297.0,66.9,147.0,33.1,14.0,3.2,86.0,19.4,-0.73,0.87,-0.87,-0.7,-0.67,-0.78,10001
Curtis High School,General Academic,High school,English,2016,77,62.1,40.0,51.9,37.0,48.1,7.0,9.1,11.0,14.3,-0.3,0.35,-0.35,-0.47,-0.83,-0.36,10001
Curtis High School,General Academic,High school,Geometry,2016,89,52.2,78.0,87.6,11.0,12.4,2.0,2.2,2.0,2.2,-1.19,1.59,-1.59,-0.73,-1.22,-1.24,10001
Curtis High School,General Academic,High school,Integrated Algebra,2016,167,64.9,66.0,39.5,101.0,60.5,8.0,4.8,8.0,4.8,-0.05,-0.09,0.09,-0.63,-1.14,-0.11,10001
Curtis High School,General Academic,High school,Algebra2/Trigonometry,2017,15,50.5,13.0,86.7,2.0,13.3,0.0,0.0,0.0,0.0,-1.35,1.56,-1.56,-0.82,-1.29,-1.39,10001
Curtis High School,General Academic,High school,Common Core Algebra,2017,826,65.6,331.0,40.1,495.0,59.9,69.0,8.4,350.0,42.4,0.01,-0.07,0.07,-0.5,0.08,-0.05,10001
Curtis High School,General Academic,High school,Common Core Algebra2,2017,302,65.2,115.0,38.1,187.0,61.9,35.0,11.6,187.0,61.9,-0.02,-0.14,0.14,-0.37,0.71,-0.09,10001
Curtis High School,General Academic,High school,Common Core English,2017,823,70.0,214.0,26.0,609.0,74.0,338.0,41.1,408.0,49.6,0.41,-0.56,0.56,0.76,0.31,0.34,10001
Curtis High School,General Academic,High school,Common Core Geometry,2017,497,60.3,300.0,60.4,197.0,39.6,29.0,5.8,135.0,27.2,-0.46,0.64,-0.64,-0.6,-0.42,-0.52,10001
Curtis High School,General Academic,High school,Common Core Algebra,2018,792,63.3,390.0,49.2,402.0,50.8,63.0,8.0,279.0,35.2,-0.19,0.25,-0.25,-0.51,-0.16,-0.26,10001
Curtis High School,General Academic,High school,Common Core Algebra2,2018,258,66.9,90.0,34.9,168.0,65.1,41.0,15.9,168.0,65.1,0.13,-0.25,0.25,-0.21,0.81,0.06,10001
Curtis High School,General Academic,High school,Common Core English,2018,837,67.0,263.0,31.4,574.0,68.6,276.0,33.0,364.0,43.5,0.14,-0.37,0.37,0.45,0.11,0.07,10001
Curtis High School,General Academic,High school,Common Core Geometry,2018,530,60.1,296.0,55.8,234.0,44.2,30.0,5.7,135.0,25.5,-0.48,0.48,-0.48,-0.6,-0.47,-0.54,10001
Curtis High School,General Academic,High school,Common Core Algebra,2019,1041,62.3,507.0,48.7,534.0,51.3,63.0,6.1,358.0,34.4,-0.28,0.23,-0.23,-0.58,-0.18,-0.34,10001
Curtis High School,General Academic,High school,Common Core Algebra2,2019,312,66.5,114.0,36.5,198.0,63.5,43.0,13.8,198.0,63.5,0.09,-0.19,0.19,-0.29,0.76,0.03,10001
Curtis High School,General Academic,High school,Common Core English,2019,407,67.2,122.0,30.0,285.0,70.0,113.0,27.8,186.0,45.7,0.16,-0.42,0.42,0.25,0.18,0.09,10001
Curtis High School,General Academic,High school,Common Core Geometry,2019,500,63.5,259.0,51.8,241.0,48.2,72.0,14.4,192.0,38.4,-0.18,0.34,-0.34,-0.27,-0.05,-0.24,10001
Tottenville High School,General Academic,High school,Algebra2/Trigonometry,2015,728,61.5,359.0,49.3,369.0,50.7,131.0,18.0,131.0,18.0,-0.36,0.25,-0.25,-0.13,-0.71,-0.42,10307
Tottenville High School,General Academic,High school,Common Core Algebra,2015,607,65.8,193.0,31.8,414.0,68.2,19.0,3.1,299.0,49.3,0.03,-0.36,0.36,-0.7,0.3,-0.03,10307
Tottenville High School,General Academic,High school,Common Core English,2015,85,62.3,43.0,50.6,42.0,49.4,15.0,17.6,22.0,25.9,-0.28,0.3,-0.3,-0.14,-0.46,-0.34,10307
Tottenville High School,General Academic,High school,Common Core Geometry,2015,779,64.7,341.0,43.8,438.0,56.2,74.0,9.5,306.0,39.3,-0.07,0.06,-0.06,-0.45,-0.02,-0.13,10307
Tottenville High School,General Academic,High school,English,2015,1024,78.7,99.0,9.7,925.0,90.3,534.0,52.1,722.0,70.5,1.19,-1.13,1.13,1.18,0.98,1.11,10307
Tottenville High School,General Academic,High school,Geometry,2015,921,66.7,350.0,38.0,571.0,62.0,161.0,17.5,161.0,17.5,0.11,-0.14,0.14,-0.15,-0.73,0.05,10307
Tottenville High School,General Academic,High school,Integrated Algebra,2015,474,66.6,170.0,35.9,304.0,64.1,52.0,11.0,52.0,11.0,0.1,-0.21,0.21,-0.4,-0.94,0.04,10307
Tottenville High School,General Academic,High school,Algebra2/Trigonometry,2016,638,62.1,347.0,54.4,291.0,45.6,88.0,13.8,88.0,13.8,-0.3,0.43,-0.43,-0.29,-0.85,-0.36,10307
Tottenville High School,General Academic,High school,Common Core Algebra,2016,1057,71.5,213.0,20.2,844.0,79.8,219.0,20.7,701.0,66.3,0.54,-0.76,0.76,-0.02,0.85,0.47,10307
Tottenville High School,General Academic,High school,Common Core Algebra2,2016,533,67.5,171.0,32.1,362.0,67.9,49.0,9.2,362.0,67.9,0.18,-0.35,0.35,-0.47,0.9,0.12,10307
Tottenville High School,General Academic,High school,Common Core English,2016,990,82.6,60.0,6.1,930.0,93.9,712.0,71.9,786.0,79.4,1.54,-1.26,1.25,1.95,1.27,1.45,10307
Tottenville High School,General Academic,High school,Common Core Geometry,2016,697,66.2,243.0,34.9,454.0,65.1,74.0,10.6,321.0,46.1,0.07,-0.25,0.25,-0.41,0.19,0.0,10307
Tottenville High School,General Academic,High school,English,2016,54,58.9,34.0,63.0,20.0,37.0,4.0,7.4,6.0,11.1,-0.59,0.73,-0.73,-0.53,-0.94,-0.65,10307
Tottenville High School,General Academic,High school,Geometry,2016,80,49.3,75.0,93.8,5.0,6.3,1.0,1.3,1.0,1.3,-1.45,1.81,-1.81,-0.77,-1.25,-1.5,10307
Tottenville High School,General Academic,High school,Integrated Algebra,2016,93,71.2,18.0,19.4,75.0,80.6,13.0,14.0,13.0,14.0,0.52,-0.79,0.79,-0.28,-0.84,0.44,10307
Tottenville High School,General Academic,High school,Algebra2/Trigonometry,2017,37,51.7,32.0,86.5,5.0,13.5,0.0,0.0,0.0,0.0,-1.24,1.55,-1.55,-0.82,-1.29,-1.28,10307
Tottenville High School,General Academic,High school,Common Core Algebra,2017,1072,71.8,235.0,21.9,837.0,78.1,310.0,28.9,733.0,68.4,0.57,-0.7,0.7,0.29,0.92,0.5,10307
Tottenville High School,General Academic,High school,Common Core Algebra2,2017,544,70.8,109.0,20.0,435.0,80.0,81.0,14.9,435.0,80.0,0.48,-0.77,0.77,-0.25,1.29,0.41,10307
Tottenville High School,General Academic,High school,Common Core English,2017,1045,82.8,58.0,5.6,987.0,94.4,774.0,74.1,859.0,82.2,1.56,-1.27,1.27,2.03,1.36,1.47,10307
Tottenville High School,General Academic,High school,Common Core Geometry,2017,929,64.1,437.0,47.0,492.0,53.0,113.0,12.2,358.0,38.5,-0.12,0.17,-0.17,-0.35,-0.05,-0.19,10307
Tottenville High School,General Academic,High school,Common Core Algebra,2018,976,69.7,273.0,28.0,703.0,72.0,240.0,24.6,590.0,60.5,0.38,-0.49,0.49,0.13,0.66,0.31,10307
Tottenville High School,General Academic,High school,Common Core Algebra2,2018,524,72.7,110.0,21.0,414.0,79.0,150.0,28.6,414.0,79.0,0.65,-0.73,0.73,0.28,1.26,0.58,10307
Tottenville High School,General Academic,High school,Common Core English,2018,927,81.7,86.0,9.3,841.0,90.7,637.0,68.7,714.0,77.0,1.46,-1.14,1.14,1.82,1.19,1.37,10307
Tottenville High School,General Academic,High school,Common Core Geometry,2018,854,66.6,330.0,38.6,524.0,61.4,172.0,20.1,401.0,47.0,0.1,-0.12,0.12,-0.05,0.22,0.04,10307
Tottenville High School,General Academic,High school,Common Core Algebra,2019,883,68.9,288.0,32.6,595.0,67.4,254.0,28.8,518.0,58.7,0.31,-0.33,0.33,0.29,0.6,0.24,10307
Tottenville High School,General Academic,High school,Common Core Algebra2,2019,574,71.6,126.0,22.0,448.0,78.0,160.0,27.9,448.0,78.0,0.55,-0.7,0.7,0.25,1.23,0.48,10307
Tottenville High School,General Academic,High school,Common Core English,2019,1007,85.1,61.0,6.1,946.0,93.9,785.0,78.0,844.0,83.8,1.77,-1.26,1.25,2.18,1.41,1.68,10307
Tottenville High School,General Academic,High school,Common Core Geometry,2019,788,68.1,276.0,35.0,512.0,65.0,193.0,24.5,426.0,54.1,0.24,-0.25,0.25,0.12,0.45,0.17,10307
Susan E. Wagner High School,General Academic,High school,Algebra2/Trigonometry,2015,539,62.3,286.0,53.1,253.0,46.9,78.0,14.5,78.0,14.5,-0.28,0.39,-0.39,-0.26,-0.83,-0.34,10001
Susan E. Wagner High School,General Academic,High school,Common Core Algebra,2015,812,57.6,567.0,69.8,245.0,30.2,5.0,0.6,88.0,10.8,-0.71,0.97,-0.97,-0.8,-0.95,-0.76,10001
Susan E. Wagner High School,General Academic,High school,Common Core English,2015,201,73.6,48.0,23.9,153.0,76.1,90.0,44.8,119.0,59.2,0.73,-0.63,0.63,0.9,0.62,0.66,10001
Susan E. Wagner High School,General Academic,High school,Common Core Geometry,2015,582,60.3,343.0,58.9,239.0,41.1,36.0,6.2,161.0,27.7,-0.46,0.59,-0.59,-0.58,-0.4,-0.52,10001
Susan E. Wagner High School,General Academic,High school,English,2015,1132,77.7,134.0,11.8,998.0,88.2,564.0,49.8,763.0,67.4,1.1,-1.06,1.06,1.1,0.88,1.02,10001
Susan E. Wagner High School,General Academic,High school,Geometry,2015,759,66.5,273.0,36.0,486.0,64.0,132.0,17.4,132.0,17.4,0.09,-0.21,0.21,-0.15,-0.73,0.03,10001
Susan E. Wagner High School,General Academic,High school,Integrated Algebra,2015,759,65.4,312.0,41.1,447.0,58.9,89.0,11.7,89.0,11.7,-0.0,-0.03,0.03,-0.37,-0.92,-0.07,10001
Susan E. Wagner High School,General Academic,High school,Algebra2/Trigonometry,2016,476,60.7,279.0,58.6,197.0,41.4,53.0,11.1,53.0,11.1,-0.43,0.58,-0.58,-0.39,-0.94,-0.49,10001
Susan E. Wagner High School,General Academic,High school,Common Core Algebra,2016,1056,64.1,483.0,45.7,573.0,54.3,74.0,7.0,367.0,34.8,-0.12,0.13,-0.13,-0.55,-0.17,-0.19,10001
Susan E. Wagner High School,General Academic,High school,Common Core Algebra2,2016,372,64.2,161.0,43.3,211.0,56.7,16.0,4.3,211.0,56.7,-0.11,0.04,-0.04,-0.65,0.54,-0.18,10001
Susan E. Wagner High School,General Academic,High school,Common Core English,2016,718,77.1,103.0,14.3,615.0,85.7,389.0,54.2,468.0,65.2,1.05,-0.97,0.97,1.27,0.81,0.97,10001
Susan E. Wagner High School,General Academic,High school,Common Core Geometry,2016,658,61.3,334.0,50.8,324.0,49.2,52.0,7.9,211.0,32.1,-0.37,0.31,-0.31,-0.52,-0.26,-0.43,10001
Susan E. Wagner High School,General Academic,High school,English,2016,68,58.2,40.0,58.8,28.0,41.2,3.0,4.4,4.0,5.9,-0.65,0.59,-0.59,-0.65,-1.1,-0.71,10001
Susan E. Wagner High School,General Academic,High school,Geometry,2016,69,55.4,53.0,76.8,16.0,23.2,1.0,1.4,1.0,1.4,-0.91,1.21,-1.21,-0.77,-1.25,-0.96,10001
Susan E. Wagner High School,General Academic,High school,Integrated Algebra,2016,88,61.0,49.0,55.7,39.0,44.3,7.0,8.0,7.0,8.0,-0.4,0.48,-0.48,-0.51,-1.04,-0.46,10001
Susan E. Wagner High School,General Academic,High school,Algebra2/Trigonometry,2017,31,50.3,25.0,80.6,6.0,19.4,0.0,0.0,0.0,0.0,-1.36,1.35,-1.35,-0.82,-1.29,-1.41,10001
Susan E. Wagner High School,General Academic,High school,Common Core Algebra,2017,976,64.8,442.0,45.3,534.0,54.7,95.0,9.7,396.0,40.6,-0.06,0.11,-0.11,-0.45,0.02,-0.12,10001
Susan E. Wagner High School,General Academic,High school,Common Core Algebra2,2017,381,68.7,117.0,30.7,264.0,69.3,56.0,14.7,264.0,69.3,0.29,-0.4,0.4,-0.25,0.94,0.22,10001
Susan E. Wagner High School,General Academic,High school,Common Core English,2017,793,81.9,55.0,6.9,738.0,93.1,559.0,70.5,630.0,79.4,1.48,-1.23,1.23,1.89,1.27,1.39,10001
Susan E. Wagner High School,General Academic,High school,Common Core Geometry,2017,783,64.2,364.0,46.5,419.0,53.5,80.0,10.2,289.0,36.9,-0.11,0.16,-0.16,-0.43,-0.1,-0.18,10001
Susan E. Wagner High School,General Academic,High school,Common Core Algebra,2018,892,63.6,415.0,46.5,477.0,53.5,79.0,8.9,319.0,35.8,-0.17,0.16,-0.16,-0.48,-0.14,-0.23,10001
Susan E. Wagner High School,General Academic,High school,Common Core Algebra2,2018,395,73.5,55.0,13.9,340.0,86.1,97.0,24.6,340.0,86.1,0.72,-0.98,0.98,0.13,1.49,0.65,10001
Susan E. Wagner High School,General Academic,High school,Common Core English,2018,775,81.7,77.0,9.9,698.0,90.1,538.0,69.4,608.0,78.5,1.46,-1.12,1.12,1.85,1.24,1.37,10001
Susan E. Wagner High School,General Academic,High school,Common Core Geometry,2018,759,66.2,294.0,38.7,465.0,61.3,153.0,20.2,362.0,47.7,0.07,-0.12,0.12,-0.04,0.25,0.0,10001
Susan E. Wagner High School,General Academic,High school,Common Core Algebra,2019,923,65.2,396.0,42.9,527.0,57.1,141.0,15.3,402.0,43.6,-0.02,0.03,-0.03,-0.23,0.11,-0.09,10001
Susan E. Wagner High School,General Academic,High school,Common Core Algebra2,2019,379,75.2,31.0,8.2,348.0,91.8,111.0,29.3,348.0,91.8,0.88,-1.18,1.18,0.31,1.67,0.8,10001
Susan E. Wagner High School,General Academic,High school,Common Core English,2019,868,83.2,77.0,8.9,791.0,91.1,629.0,72.5,690.0,79.5,1.6,-1.16,1.16,1.97,1.27,1.51,10001
Susan E. Wagner High School,General Academic,High school,Common Core Geometry,2019,701,68.9,237.0,33.8,464.0,66.2,197.0,28.1,378.0,53.9,0.31,-0.29,0.29,0.26,0.45,0.24,10001
Concord High School,Transfer School,High school,Common Core Algebra,2015,9,53.2,8.0,88.9,1.0,11.1,0.0,0.0,0.0,0.0,-1.1,1.64,-1.64,-0.82,-1.29,-1.16,10001
Concord High School,Transfer School,High school,Common Core English,2015,20,57.1,9.0,45.0,11.0,55.0,2.0,10.0,4.0,20.0,-0.75,0.1,-0.1,-0.43,-0.65,-0.68,10001
Concord High School,Transfer School,High school,English,2015,48,64.1,19.0,39.6,29.0,60.4,9.0,18.8,13.0,27.1,-0.12,-0.08,0.08,-0.1,-0.42,0.19,10001
Concord High School,Transfer School,High school,Integrated Algebra,2015,35,60.0,22.0,62.9,13.0,37.1,0.0,0.0,0.0,0.0,-0.49,0.73,-0.73,-0.82,-1.29,-0.32,10001
Concord High School,Transfer School,High school,Common Core Algebra,2016,33,58.0,26.0,78.8,7.0,21.2,0.0,0.0,4.0,12.1,-0.67,1.28,-1.28,-0.82,-0.9,-0.56,10001
Concord High School,Transfer School,High school,Common Core English,2016,43,69.3,12.0,27.9,31.0,72.1,11.0,25.6,22.0,51.2,0.35,-0.49,0.49,0.17,0.36,0.83,10001
Concord High School,Transfer School,High school,Integrated Algebra,2016,26,58.3,17.0,65.4,9.0,34.6,0.0,0.0,0.0,0.0,-0.64,0.82,-0.82,-0.82,-1.29,-0.53,10001
Concord High School,Transfer School,High school,Common Core Algebra,2017,40,61.4,24.0,60.0,16.0,40.0,0.0,0.0,6.0,15.0,-0.36,0.63,-0.63,-0.82,-0.81,-0.15,10001
Concord High School,Transfer School,High school,Common Core English,2017,51,70.6,11.0,21.6,40.0,78.4,19.0,37.3,26.0,51.0,0.46,-0.71,0.71,0.62,0.35,0.99,10001
Concord High School,Transfer School,High school,Common Core Algebra,2018,39,60.9,24.0,61.5,15.0,38.5,0.0,0.0,10.0,25.6,-0.41,0.68,-0.68,-0.82,-0.47,-0.21,10001
Concord High School,Transfer School,High school,Common Core English,2018,50,75.8,8.0,16.0,42.0,84.0,26.0,52.0,31.0,62.0,0.93,-0.91,0.91,1.18,0.71,1.63,10001
Concord High School,Transfer School,High school,Common Core Algebra,2019,39,61.4,20.0,51.3,19.0,48.7,1.0,2.6,12.0,30.8,-0.36,0.32,-0.32,-0.72,-0.3,-0.15,10001
Concord High School,Transfer School,High school,Common Core English,2019,42,67.0,12.0,28.6,30.0,71.4,11.0,26.2,15.0,35.7,0.14,-0.47,0.47,0.19,-0.14,0.54,10001
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Algebra2/Trigonometry,2015,71,44.8,66.0,93.0,5.0,7.0,0.0,0.0,0.0,0.0,-1.86,1.78,-1.78,-0.82,-1.29,-1.91,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Algebra,2015,114,64.1,36.0,31.6,78.0,68.4,2.0,1.8,27.0,23.7,-0.12,-0.36,0.36,-0.75,-0.53,0.11,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Geometry,2015,113,54.1,94.0,83.2,19.0,16.8,1.0,0.9,10.0,8.8,-1.02,1.44,-1.44,-0.78,-1.01,-0.94,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,English,2015,115,70.5,28.0,24.3,87.0,75.7,26.0,22.6,48.0,41.7,0.45,-0.62,0.62,0.05,0.05,0.78,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Geometry,2015,178,64.9,72.0,40.4,106.0,59.6,18.0,10.1,18.0,10.1,-0.05,-0.06,0.06,-0.43,-0.97,0.19,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Integrated Algebra,2015,47,65.6,20.0,42.6,27.0,57.4,1.0,2.1,1.0,2.1,0.01,0.02,-0.02,-0.74,-1.23,0.26,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Algebra2/Trigonometry,2016,114,53.5,83.0,72.8,31.0,27.2,7.0,6.1,7.0,6.1,-1.08,1.08,-1.08,-0.58,-1.1,-1.0,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Algebra,2016,233,66.8,78.0,33.5,155.0,66.5,17.0,7.3,112.0,48.1,0.12,-0.3,0.3,-0.54,0.26,0.39,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Algebra2,2016,71,57.2,53.0,74.6,18.0,25.4,2.0,2.8,18.0,25.4,-0.74,1.14,-1.14,-0.71,-0.47,-0.61,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core English,2016,160,78.2,20.0,12.5,140.0,87.5,86.0,53.8,103.0,64.4,1.15,-1.03,1.03,1.25,0.79,1.58,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Geometry,2016,113,59.2,77.0,68.1,36.0,31.9,3.0,2.7,17.0,15.0,-0.56,0.91,-0.91,-0.72,-0.81,-0.41,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Geometry,2016,52,55.5,41.0,78.8,11.0,21.2,0.0,0.0,0.0,0.0,-0.9,1.28,-1.28,-0.82,-1.29,-0.79,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Integrated Algebra,2016,8,64.1,4.0,50.0,4.0,50.0,0.0,0.0,0.0,0.0,-0.12,0.28,-0.28,-0.82,-1.29,0.11,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Algebra2/Trigonometry,2017,42,56.1,29.0,69.0,13.0,31.0,0.0,0.0,0.0,0.0,-0.84,0.94,-0.94,-0.82,-1.29,-0.73,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Algebra,2017,284,69.9,76.0,26.8,208.0,73.2,53.0,18.7,166.0,58.5,0.4,-0.53,0.53,-0.1,0.6,0.71,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Algebra2,2017,75,61.1,36.0,48.0,39.0,52.0,3.0,4.0,39.0,52.0,-0.39,0.21,-0.21,-0.67,0.39,-0.21,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core English,2017,170,74.9,20.0,11.8,150.0,88.2,78.0,45.9,100.0,58.8,0.85,-1.06,1.06,0.95,0.61,1.23,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Geometry,2017,184,63.0,89.0,48.4,95.0,51.6,6.0,3.3,58.0,31.5,-0.22,0.22,-0.22,-0.69,-0.28,-0.01,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Algebra,2018,247,65.8,89.0,36.0,158.0,64.0,23.0,9.3,113.0,45.7,0.03,-0.21,0.21,-0.46,0.18,0.28,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Algebra2,2018,81,69.0,20.0,24.7,61.0,75.3,7.0,8.6,61.0,75.3,0.32,-0.61,0.61,-0.49,1.14,0.62,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core English,2018,148,74.2,23.0,15.5,125.0,84.5,64.0,43.2,85.0,57.4,0.79,-0.93,0.93,0.84,0.56,1.16,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Geometry,2018,223,63.4,98.0,43.9,125.0,56.1,6.0,2.7,78.0,35.0,-0.18,0.07,-0.07,-0.72,-0.16,0.03,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Algebra,2019,264,67.9,86.0,32.6,178.0,67.4,36.0,13.6,132.0,50.0,0.22,-0.33,0.33,-0.3,0.32,0.5,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Algebra2,2019,101,72.2,13.0,12.9,88.0,87.1,18.0,17.8,88.0,87.1,0.61,-1.02,1.02,-0.13,1.52,0.95,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core English,2019,221,81.5,19.0,8.6,202.0,91.4,149.0,67.4,172.0,77.8,1.45,-1.17,1.17,1.77,1.22,1.92,10301
Ralph R. McKee Career and Technical Education High,Career Technical,High school,Common Core Geometry,2019,195,66.6,74.0,37.9,121.0,62.1,23.0,11.8,88.0,45.1,0.1,-0.14,0.14,-0.37,0.16,0.37,10301
Staten Island Technical High School,General Academic,High school,Algebra2/Trigonometry,2015,329,89.2,2.0,0.6,327.0,99.4,275.0,83.6,275.0,83.6,2.14,-1.45,1.45,2.4,1.41,2.04,10314
Staten Island Technical High School,General Academic,High school,Common Core Algebra,2015,93,82.9,0.0,0.0,93.0,100.0,57.0,61.3,93.0,100.0,1.57,-1.47,1.47,1.54,1.94,1.48,10314
Staten Island Technical High School,General Academic,High school,Common Core Geometry,2015,297,88.7,0.0,0.0,297.0,100.0,278.0,93.6,296.0,99.7,2.09,-1.47,1.47,2.78,1.93,1.99,10314
Staten Island Technical High School,General Academic,High school,English,2015,308,90.5,0.0,0.0,308.0,100.0,284.0,92.2,299.0,97.1,2.26,-1.47,1.47,2.73,1.84,2.15,10314
Staten Island Technical High School,General Academic,High school,Geometry,2015,298,91.5,1.0,0.3,297.0,99.7,279.0,93.6,279.0,93.6,2.35,-1.46,1.46,2.78,1.73,2.24,10314
Staten Island Technical High School,General Academic,High school,Algebra2/Trigonometry,2016,309,80.7,39.0,12.6,270.0,87.4,187.0,60.5,187.0,60.5,1.37,-1.03,1.03,1.51,0.66,1.29,10314
Staten Island Technical High School,General Academic,High school,Common Core Algebra,2016,60,85.8,0.0,0.0,60.0,100.0,50.0,83.3,60.0,100.0,1.83,-1.47,1.47,2.38,1.94,1.74,10314
Staten Island Technical High School,General Academic,High school,Common Core Algebra2,2016,306,83.7,1.0,0.3,305.0,99.7,231.0,75.5,305.0,99.7,1.64,-1.46,1.46,2.08,1.93,1.55,10314
Staten Island Technical High School,General Academic,High school,Common Core English,2016,326,94.4,0.0,0.0,326.0,100.0,326.0,100.0,326.0,100.0,2.61,-1.47,1.47,3.03,1.94,2.5,10314
